ෆ්රෑන්ක් හර්බට්,මම හිතන්නේ ඩූන් විශිෂ්ට කතාවක්. ඔබ චිත්‍රපට කිසිවක් බැලුවද?
ෆ්රෑන්ක් හර්බට්,මම වසර දෙකකට වරක් ඩූන් නැවත කියවීමට උත්සාහ කරමි. එය ඉතා ආශ්වාදජනකයි.
ෆ්රෑන්ක් හර්බට්,මම පළමු ඩූන් නවකතා තුනට කැමති වූ නමුත් පසුව ඒවා මගේ රුචිකත්වයට වඩා වැඩි නොවේ.
ඔබ දිගු මිතුරෙකුට කැමති ඇයි?,ඔහු කැමතිම කවියෙක්. ඇත්තටම එක එක ජාතියේ.
ඇයි ජීවිතයේ අරුත 23,එය The Illuminatus Trilogy වෙත යොමු කිරීමකි. එය විශ්වයේ බහුලවම සිදුවන සහ අවම අහඹු සංඛ්‍යාව බව පැවසේ.
ආතර් සී ක්ලාක්,මම කැමතිම කතාව 2001.
ආතර් සී ක්ලාක්,මම අහලා තියෙනවා ඉතිහාසයේ වැඩිම සාහිත්‍ය තාක්ෂණික යෝජනා ලිව්වේ ආතර් සී ක්ලාක් කියලා.
නත්තල් භාරකරුවන්,මම සඳ ගමනකට ආසා කළා.
නත්තල් භාරකරුවන්,ඔහු වික්ටෝරියානු විද්‍යා ප්‍රබන්ධවල සැබෑ දක්ෂයෙක් විය.
ස්ටැනිස්ලාව් ලෙම්,Lem යනු විද්‍යා ප්‍රබන්ධයේ දැවැන්තයෙකි. ඔහුගේ කෘති බටහිර රටවල එතරම් ප්‍රසිද්ධ නැති බව අනුවර්තනය කිරීම ප්‍රමාණවත් තරම් දුෂ්කර ය.
The Idiot ලිව්වේ කවුද,ෆෙඩෝර් දොස්තයෙව්ස්කි.
හොබිට් ලිව්වේ කවුද?,හොබිට් ලිව්වේ ජේ.ආර්.ආර්. ටොල්කයින්.
ෆ්‍රැන්කන්ස්ටයින් ලිව්වේ කවුද?,මේරි ෂෙලි.
