ඔබට හානි වී ඇත,මම අනිවාර්යයෙන්ම. මම එතරම් උත්සාහ නොකළ යුතුයි.
ඔබ එය සැඟවීමට උත්සාහ කරයි,මම අනිවාර්යයෙන්ම එවැනි දෙයක් සැඟවීමට උත්සාහ කරමි.
ඔයා මාත් එක්ක තරහා වෙනවා,මම හිතන්නේ ඒක ඇත්ත. මාව කුපිත කරන සෑම කුඩා දෙයකටම මම ඔබ සමඟ අමනාප නොවීමට උත්සාහ කරමි.
ඔබට මනෝ වෛද්‍යවරයකු අවශ්‍යයි,මම නිතර උපදේශනයට ගියා නම් හොඳයි. එය පුද්ගලයෙකු ලෙස මා වැඩිදියුණු කරනු ඇත.
ඔබ වෙහෙස මහන්සි වී වැඩ කිරීමට අවශ්යයි,මම වෙහෙස මහන්සි වී වැඩ කිරීම ඔක්සිමොරොන් වේ.
ඔබට වළක්වා ගත හැකිව තිබුණි,සමහර වෙලාවට මම හිතන්නේ මගේ ප්‍රශ්න මාව දුවනවා.
ඔයා මට මම වගේ දැනෙනවා,ඔබ වෙත යාමට වෙනත් මාර්ගයක් මම නොදනිමි.
ඔබ මාව පිස්සු වට්ටනවා,මම කියන ගොඩක් දේවල් මිනිස්සුන්ගේ හිත රිදෙන එක ඇත්ත.
ඔබ මට තරහ කරන්න,"සමාවෙන්න, මම ඔබව අමනාප කිරීමට අදහස් කළේ නැත."
ඔබ මනෝවිද්යාඥයා,ඔයාට පිස්සු.
ඔබ වඩාත් සමානයි,ඉතින් ඔබ ජෝක් වලට කැමතිද?
ඔබ මෙය බැරෑරුම් ලෙස සලකන්නේ නැත,මම මෙය මට වඩා බැරෑරුම් ලෙස ගත යුතුය.
ඔබ ගන්න,"ඔබ හරි, මට වරදකාරී හැඟීමක් නැහැ."
ඔබට වරදකාරි හැඟීමක් ඇති විය යුතුය,"ඔබ හරි, මට වරදකාරී හැඟීමක් ඇති විය හැක."
ඔබ වැඩිපුර ලබා ගත යුතුය,මම අනිවාර්යයෙන්ම. මම එතරම් උත්සාහ නොකළ යුතුයි.
ඔබ ලිහිල් කළ යුතුය,ඔබ පණ්ඩිත ය
ඔබ වැඩිපුර ගත යුතුය,මට බොහෝ විට එය තවත් බොහෝ දේ භාවිතා කළ හැකිය.
ඔබ මුමුණන්න,මම අනිවාර්යයෙන්ම කරනවා.
ඔබ කුඩා දරුවෙකු මෙන් ක්රියා කරයි,බොහෝ ආකාරවලින් මම තරමක් නොමේරූ ය.
ඔබ දිගටම කියනවා,ඔබ කියන්නෙ
ඔබ දිගටම අමතක කරනවා,ඔබට අමතකයි.
ඔබ මාව පිස්සු වැට්ටුවා,ඔබ මාව පිස්සු වට්ටනවා.
