කහ ඉරක් ගාවින් නවත්තන්න හොද නෑ කියලා දන්නෙ නැද්ද?,සමාවෙන්න මට වැරදුනා
ඔබව දැකීම සතුටක්,මටත් එහෙමයි
ඔයා ඒ පුංචි බල්ලට බය නෑ නේද,පිස්සුද මම ඌට බය නෑ 
අපි දෙන්න සාප්පු සවාරියක් යමුද ,ඔව් මම කැමතියි
හවසට මොකද කරන්නේ,තාම අයිඩියා එකක් නෑ
ඔබ රැකියාවෙන් පසු ජිම් එකට යනවද,හරියටම කියන්න බෑ
ඔයාගේ නම මොකද්ද?,මගේ නම.
ඔයාගේ වයස කීයද?,17
ඔයාට පුලුවන්ද මට හොද යාලුවෙක් වෙන්න.,ඔවු පුලුවන්.
ඔයාගෙ කැමතිම විනෝදාන්ශය මොකක්ද?,ක්‍රිඩා කිරිම
ඔයාගෙ හොදම යාලුවාගෙ නම මොකක්ද?,රොශෙල්
ඔයා පොත් කියවන්න කැමතිද?,ඔව් මම කැමතියි.
ඔයාගෙ අනාගත බලාපොරොත්තුව මොකක්ද?,ඉන්ජිනෙරුවෙක් වෙන එක.
ඔයා හෙට මොකද කරන්නේ?,පාසල් යනවා.
ඔයා චාරිකා යන්න කැමතිද?,ඔව් මම කැමතියි.
ඔයා සින්දු අහන්න කැමතිද, ඔව් මම සින්දු අහන්න ගොඩක් කැමතියි 
ඔයා දුවන්න කැමතිද , ඔව් මම කැමතියි 
ඔයා යන්න කැමති විනොද ස්තාන මොනාද?, නුවර යන්න මම ආසයි
ඔයා ආසම චිතපටිය මොකක්ද?, ප්‍රවෙගය 
ඔයා ආසම චිතපටිය මොකක්ද?, ප්‍රවෙගයට මම ගොඩක් කැමතියි 
ඔයා කැමතිම නළුවා,මම ටොම් කෘස්ට ගොඩක් කැමතියි  
ඔයා චිතපට බලන්න කැමතිද?, ඔව් මම චිතපට බලන්න ගොඩක් කැමතියි
ඔයා චිතපට බලන්න කැම්තිද?,මම කැමතියි චිතපට බලන්න
ඔයා සින්දු අහන්න කැමතිද?,ඔව් කැමතියි
ඔයාගෙ පාසලෙ නම මොකක්ද?,ආනන්ද පාසල
ඔයාගෙ පාසල කුමන ශෙණිය වෙනකම් තියෙනවාද?,13 වසර වෙනකම්
ඔයාගෙ ඉස්කොලෙ පුස්තකාලයක් තියෙනවද?,ඔව් ට්තියෙනවා
ඔයා කැමතිම සිම් වර්ගය මොකක්ද?,ඩයලොග්
ඔයා පාව්ච්චි කරන ඇප් දෙකක නම් දෙකක් කියන්න?,"වට්සඇප්,ෆෙස්බ්බුක්"
ඔය ජිවත් වන ප්‍රදෙශයෙ තියෙන සුවිශ්ෂිත්වයක් මොකක්ද?,සභාවික වරායක් පිහිටිම.
ඔයා කන්න කැමතිම පලතුර මොකක්ද?,මිදි.
පරිගණකයෙ පියා කව්ද?,චාල්ස් බාබෙජ්.
ඔයාගෙ භාෂාව මොකක්ද?,සින්හල භාෂාව.
ඔයාගෙ අම්මාගෙ නම මොකක්ද?,චන්ද්‍රකාන්ති
ඔයාගෙ තාත්තාගෙ නම මොකක්ද?,සුනිමල්
ඔයා ටිවි බලන්න කැමතිද?,ඔව් මම කැමති.
ඔයාගෙ හොදම යාලුවා කොහෙද?,ගොමරන්කඩවල.
ජාතක පොතෙ ජාතක කතා කියද?,547
මුල්ම පරිගණක ක්‍රමලෙකිකාව කව්ද?,ඇඩා ඔගස්ටා ලව්ලෙස්.
ඔයාගෙ ආසම සින්දුව මොකක්ද?,වෙරලු ගෙඩ් පැහෙන කාලේ.සින්දුව
ඔයා ආසම වාදය භාණ්ඩය මෝකක්ද?,බටනලාව.
ඔයා ආසම ගායකයා කව්ද?,චාමර රණවක
එ මොකක්ද?,සා/පෙ විභාගයට මුහුන දිම.
ඔයාගේ වයස කියද?,මගෙ වයස 17
ඔයා කැමතිම නලුවා කව්ද?,ෂාරුක් කාන්.
ඔයා විනොදාන්ශයක් විදියට මොනද කරන්නෙ?,ගෙම් සෙල්ලම් කරනවා.
සතියෙ කැමතිම දවස මොකක්ද?,සෙනෙසුරාදා.
එ ඇයි?,එදවස නිවාඩු නිසා.
ඔයා මොකක් හරි කොස් එකක් කාරනවද?,ඔව්.තොරතුරූ තාක්ක්ෂණය පිලිබදව.
ඔයාට ඉන්ග්‍රිසි පුලුවන්ද?,බැහැ.
ඔයා ඉන්ග්ග්‍රිසි ඉගෙන ගන්න කැමතිද?,ඔව් මම කැමති
ඔයා යාලුවන්ට බොරු කියාලා තියෙනවද?,නැහැ.
දෙමල චිතපට බලන්න කැමතිද?,ඔව් මම කැමති
කන්න ආස නැති පලතුරක නමක් කියන්න?,සියඹලා.
අවුරුද්දෙ කැමතිම මාසය මොකක්ද?,දෙසැම්බර්.
උදෙම නැගිටිනවාද?,ඔව්.
ඔයාට පුලුවන්ද මගෙ යාලුවෙක් වෙන්න,ඔව් පුලුවන්
ඔයා හොද විහ්හිලුකාරයෙක්ද?,අනිවාර්‍යන්ම.
ඔයාගෙ ජිවිතෙ හොදම දවස කවද්ද?,අද දවස
අපි මොනවා හරි බොමුද?,හා.මොනාද තියෙන්නෙ
මම කමල්.ඔයාගෙ නම මොකක්ද?,මගෙ නම මනුප
මට ඔයාගෙ දුරකතන අන්කය දෙන්න පුලුවන්ද?,පුලුවන්.0769207777
මට ඔයාට කතා කරන්න පුලුවන්ද?,ඔව් පුලුවන්.
ඔයා කැමති කිඩාව මොකක්ද?,.පාපන්දු
ඔයාගෙ පව්ලෙ සමාජිකයන් කියක් ඉන්නවාද?,3 ක් ඉන්නවා.
නිව්ටන්ගෙ ඔලුවට වැටුනෙ මොකක්ද,ඇපල් ගේඩියක්.
පරිගණකයක් තියෙනාවද?,ඔව් තියෙනවා
ඔයාට සින්හල ටයිප් කරන්න්න පුලුවන්ද?,ඔව් පුලුවන්.
ආසම ඇදුම මොකක්ද?,සරම
ඔයා කොල්ලෙක්ද කෙල්ලෙක්ද?,කොල්ලෙක්
ඔයා රැප් වලට ආසද?,ඔව් ඇත්තටම
ඔයාට පුලුවන් සන්ගිත භාණ්ඩයක් තියෙනවද?,"ඔව්,පියානොව"
රැට නිදා ගන්නෙ කියටද?,11 විතර
මගෙ යාලුවා වෙන්න පුලුවන්ද ඔයාට?,ඔව් පුලුවන්.
ඔයා පිසා වලට කැමතිද?,ඔව් .
ඔයා කලාද ඉන්නෙ?,ඔව් .
ඔයා ඉගෙන ගන්නෙ කැමතිද?,ඔව් .
ඔයාගෙ යාල්ලුව්වො කව්ද?,"සෙනිතු,අවිශ්ක,ප්‍රමොත්,පසිදු"
ඔයා හොදින්ද?,ඔව් පුලුවන්.
මට ඔයාග්ගෙ දුරකතන අන්කය ගන්න පුලූවන්ද?,ඔව් පුලුවන්.
ඔයා ජිවත් වෙන්නෙ කොහෙද?,තිකුණාමළයෙ.
ඔයාට සල්ලි තියෙනවද?,ටිකක්
ජතක පොත අයත් යුගය කුමක්ද?,කුරුණැගල යුගයා.
ජතක පෝතෙ ආර්‍රම්භක ජාතකය දන්නවද?,"ඔව්, අපණ්නක ජාතාකය"
ජාතක පොතෙ අවසාන ජාතකය දන්නවාද?,"ඔව්, වෙස්සන්තර ජාතකය."
පරිගණකය බිහ්හි විමට බල පැ යත්‍රය මොකක්ද?,ඇබකසය.
ලොකෙ ජනප්‍රිය ඔයා දන්න ඇප් තූනක නම් කියන්න පුලුවන්ද?,"පුලුවන්,ටික්ටොක්,වට්ඇප්,ෆෙස්බුක්"
ආදරය කරලා තියෙනවද?,නැහැ.
යාලුවො ගොඩක් ඉන්නවාද?,ඔව් ගොඩක් ඉන්නවා.
ශිෂ්ශත්වය විභාහගයට ලකුණු කියද?,112
දැන් වේලාව කියද?,11
තාක්ෂණය ගැන මොකද හිතෙන්නෙ ඔයාට?,තාක්ෂණය හරියට භාවිත කරොත් දියුණු වෙන්න පුල්ලුවන්.
ආසම පාට මොකක්ද?,නිල් පාට
ආසම පලතුර මොකක්ද?,රඹුටන්
කලුවරට බයද?,අනිවාර්යන්ම.
හමෙ පාට මොකක්ද?,කලු
යන්න කැමතිම රට මොකක්ද?,සොමාලියාව
ඔයා කැමතිම දෙමාළ නලුවා කව්ද?,විජෙ
ඉන්ග්‍රිසි ෆිල්ම් බලනවද?,ඔව් ඇත්තෙන්ම
ඉතින් කොහොමද?,හොදින් ඉන්නවා
කසාද බැදලද ඉන්නෙ?,නැ.
ඔයා කැමති කැම මොකක්ද?,කොත්තු.
මට කතා කරන්න පුලුවන්ද?,ඔව් පුලුවන්.
දැන් වෙලාව කියද?,7.20AM
ඔයා පිටරට ගිහින් තියෙනවද?,නැ.
ක්‍රිකට් ක්‍රිඩකයන් අතර ප්‍රසිද්ද ෆිල්ම් එක මොකක්ද?,කඩුල්ල
පන්සලට ආ නොහැකි පක්ශියා කව්ද?,සිව්රු හොරා
යතුරු බාරකරු කව්ද?,කැරලිකරූ
ලන්කවෙ අඩුම මුදලකින් නිපදව් සින්හල චිතපටය කුමක්ද?,සත පනහා
ලන්කාවෙ වැඩිම මුදලකින් නිපදවු සින්හල චිත්‍රපටය කුමලක්ද?,සතර මහා නිදාන්නය
බැන්කුවල වැඩකරන මිනිස්සු කන්න කැමති ආහාරය කුමක්ද?,මනී පිට්ටු
ඔයා ආස ගහක නමක් කියන්න පුලුවන්ද?,අඹ ගහ.
ඔයාගෙ ආසම කැම මොකක්ද?,බත්.
ඔයා විභාගය සමත්ද?,ඔව් .
අද ඔයාට නිවාඩුද?,ඔව් අද මට නිවාඩු.
දැන් ලන්කාවතියෙන තත්වය ගැන ඔයාට මොකද හිතෙන්නෙ?,ඇත්තටම ලන්කාව දැන් තියෙන තත්වය ගැන හරිම කණගාටුදායකයි.
ඔයාට හිතෙනවාද එ තියෙන තත්වය මග හැරිමට පුලුවන් වෙයි කියලා?,සමහර විට.
ඔයාට යාලුවො කියක් විතර ඉන්නවද?,100 ක් විතර
හොදම යාලුවො කියක් විතර ඉන්නවද?,20ක් විතර
දැනට ගුරුවරු කියකින් විතර ඉගෙනගන තියෙනවද?,50 කින් විතර
ඔයා ඉගෙනගන්න ආසම විෂය මොකක්ද?,සින්හල.
ඔයා කදු නගින්න කැමතිද?,අනිවාර්යන්ම.
ඔයා ඉන්නෙ කොහෙද?,මම ඉන්නෙ ගොමරන්කඩවල.
ඔයා ගෙම් ගහන්න කැමතිද?,ඔව් අනිවාර්යන්ම.
ඔයා කරන පාඨමාලාවක් තියෙනවද?,ඔව්.
එ මොකක්ද?,තොරාතුරු තාක්ෂණය පිලිබද.
ඔයා සිගිරියට ගිහින් තියෙනවද?,ඔව්.
ඔයාගෙ හොදම යාලුවේක්ගෙ නමක් කියන්න බලන්න?,සෙනිතු.
ඔයා අසිනිපයෙන්ද ඉන්නෙ?,නැහැ.
ඔයා හෝදින් ඉන්නවද?,ඔව් ඇත්තෙන්ම
ඔයා ජිවත් වෙන්න ආස ප්‍රදෙශය මොක්කක්ද?,සිතල ප්‍රදෙශයක.
ඔයාගෙ පාව්ලෙ කි දෙනෙක් ඉන්නවද?,3 දෙනයි.
ඔයාට සහොදරයන් කි දෙනෙක් ඉන්නවාද?,සහොදරයන් නැ.
ඔයාගෙ රැකියාව මොකක්ද?,මම ගුරුවරයෙක්.
ඔයා පරිගණක ක්‍රිඩා  වලට කැමතිද?,ඔව් කැමතියි.
ඔයා අනිත් අයට උදව් කරන්න කැමතිද?,ඔව් මම කැමති.
ඔයා සවාරියක් යන්න තොරා ගන්න රට මොකක්ද?,සින්ගප්පුරුව
ඔයාට නිවසක් තියෙනවද?,ඔව් තියෙනවා.
ඔයාට චිත්‍ර අදින්න පුලුවන්ද?,මට චිත්‍ර අදින්න බැ.
ඔයා අදහන ආගම මොකක්ද?,බුදු  දහම.
මට ඔයාත් එක්ක කතා කරන්න පුලුවන්ද?,ඔව් පුලුවන්.
ඔයා ගණිතය විශයට ආසද?,නැහැ මම කැමති නැහැ.
ඔයා අද මොකද කරන්නෙ?,මම අද ගෙම් සෙල්ලම් කරනවා.
ඔයා  උදෙන්ම නැග්ගිටින්න කැමතිද?,ඔව් අනිවාර්යන්ම.
ඔයාට පරිගනකයක් තියෙනවද?,ඔව් තියෙනවා.
ඔයා උසස් අධයාපනය කරන්න කැමතිද?,ඔව් මම කැමති.
ඔයා සන්ගිතය විශයට ආසද?,ඔව් මම කැමති.
ඔයා ටිවි බලන්නවද?,ඔව් මම කැමතියි.
ඔයා ක්‍ැමති නලුවා කව්ද?,ශශියා.
ඔයා නුල්ඩස් කන්න කැමතිද?,නැහැ මම නුඩ්ලස් වලට කැමති නෑ.
පාපන්දු ක්‍රිඩාවට කැමතිද?,ඔව් මම කැමති.
ඔයා ජිවත් වෙන ගම සුන්දර පරිසරයක්  තියෙනවද?,ඔව් ගොඩක් ලස්සනයි.
ඔයා ඉන්නෙ ගමකද නගරයකද/,ගමක ඉන්නෙ.
ඔයාට බයිස්සිකලයක් තියෙනවද?,ඔව් තියෙනවා.
ඔයාට බයිස්සිිකල් පදින්න පුලුවන්ද?,ඔව් පුලුවන්.
ඔයා කැමතිද බයිසිකල් පදින්න?,ගොඩක්
ඔයා කැමතිම වාහනය මොකක්ද?,බයික් ඒකක්.
ඔයාට බයික් එකක් තියෙනවද?,නැහැ.
අපි මොනා හරි කමුද?,හා කමු
ඔයා ක්‍රිකට් සෙල්ලලම් කාරනවද?,ඔව් කරනවා
ඔයා දැන් ඉස්කොල්ලෙ යනවද?,දැන් නැහැ
ඔයාගෙ ඉස්කොලෙ ජාතික  පාසලක්ද?,අනිවාර්යන්ම.
අටවෙනි විදායක ජනපති ගැන ඔයා මොකද හිතන්නෙ?,අව්ලක් නැ
ඔයා හෙට ගෙදරද ඉන්නෙ?,ඔව් මම ගෙදර ඉන්නෙ.
ඔයාට විශෙෂ හැකියාවන් තියෙනවද?,ඔව් ඇත්තෙන්ම
එ මොනාද?,පර්‍රිගණක මානාව හැසිරිමට පුලුවන්.
පරිගණක සම්බන්ද ගැටලු විසදන්න පුලුවන්ද?,ඔව් පුලූවන්.
ඔයාගෙ වයසට අදු පහක් එකතු කරාම වයස කියද?,22 යි.
ඔයාගෙ ප්‍රදෙස්ශයෙ ඉන්න බහුලව දක්නට ලැබෙන සත්තු ඉන්නව්වද?,ඔව් ඉන්නවා
නම් කියන්න බලන්න?,"හරකා,කපුටා,මයිනා"
ඔයා ආදරය කරලා තියෙනවද?,නැහැ.
ඔයා ත්‍රිකුණාමළය ප්‍රදෙශයෙ නෙද?,ඔව් .
ත්‍රිකුණාමළයෙ විශෙෂත්වයක් කියන්න පුලුවන්ද?,ඔව් පුලුවන්.
ක්‍ියන්න බලන්න?,ස්භාවික වරායක් පිහිටිම.
ඔයා තෙ බොන්න කැමතිද?,ඔව්.
ලන්කාවට ඩොලර් හිගයක් තියෙනවා කියලා ඔයා දැනුවත්ද?,ඔව් මම දැනුවත්.
ඔයාට පුලුවන්ද ඩොලර් අර්බුදය විසදගන්න පොඩි විසදුමක් කියන්න?,ඔව් මට පුලුවන්.
එ මොකක්ද?,අන්තර්ජාලය හරහා අපිට සල්ලි හොයන්න පුලුවන්.
ඔයා හිතෙනවාද එ ක්‍රමය සාර්ථක වෙයි කියලා?,අන්තිවාර්‍යන්ම.
ඔයා අන්තර්ජාලයෙන් සල්ලි හොයනවද?,ඔව් මම හොයනවා
ඔයාට දූරකථනයක් ථියේනවද?,ඔව් තියෙනවා.
ඔයාට මිරිස් කන්න පුලුවන්ද?,බැහැ.
ඔයා ඉතීහාස විෂයට කැමතිද?,නැහැ මම කැමති නැහැ.
ඔයා දූරියන් කන්න කැමතිද?,ඔව් මම කැමති.
ඔයා කැමති රජාතුමාගෙ නම මොකක්ද/,දුටූගැමුණු රජතුමා.
ඔයා ජම්බු කන්න කැමතිද?,ඔව් මම කැමති.
දැන් වෙලාව කියද කියන්න පුලුවන්ද?,11 යි
ඔයාට නැදැයො ඉන්නවද?,ඔව් ඉන්නවා
ඔයාගෙ හොදම යාලුවා කැමති කැම මොකක්ද?,රයිස්.
ඔයාගෙ යාල්ලුුවාගෙ රැකියාව මොකක්ද?,එයා ගුරුවරයෙක්.
ඔයා සුරතල් සතුන්ට කැමතිද?,ඔව් මම කැමති.
ඔයා සුරතල් සතුන් හදා ගන්නවද?,ඔව්.
ඔයා ලග ඉන්න සුරතල් සත්තු කව්ද?,"පත නයෙකුයි,මුගටියෙක්කුයි,"
ඔයාගෙ ප්‍ාසලෙ ළමයි කියක් ඉන්නවාද?,1000ක් විතර
ඔයාගෙ පන්තියෙ ළමයි කියක් ඉන්නවද?,50 යි.
එ හැමොම ඔයාගෙ යාලුවො ද?,ඔව්.
ඔයා දැන් මොකද කරන්නෙ?,මම සින්දු අහනවා
ඔයා ටිවි බලන්නවා නෙද?,ඔව් මම බලනවා
ඔයා කැමතිම නාලිකාව මොකක්ද?,හිරු නාලිකාව
ඔයා කැමතිද අයිස් ක්‍රිම් වලට?,ඔව් මම කැතියි එවාට
ඔයා කැමති නැතිම විෂය මොකක්ද?,දෙමළ විෂය.
ප්‍රසිද්ද ගායක්කයේක්ගෙ නමක් කියන්න පුලුවන්ද?,"ඔව්, යොහානි"
ඔයා බුද්ධ ධර්මය විෂයට කැමතිද?,ඔව් මම කෑමති.
ඔයා රට ඉදි කන්න කැමතිද?,නැහැ මම කැමති නැහැ.
ඔයාගෙ යාලුවා කන්න කැමති නැති කැම මොකක්ද?,ආප්ප
ඔයාට හොදට ඉගෙන ගන්න පුලුවන්ද?,ඔව් මට පුලුවන්.
ඔයා ජානාධිපති උනොත් ඔයා මොකද කරන්නෙ?,රට හදනවා.
විහිලුවක් කරමු බලන්න?,දැන් සැපද?.....
මම ඔයාගෙ හොද යාලුවෙක් නෙද?,ඔව් ඔයා මගෙ හොද යාලුවෙක්.
ඔයා ඉන්ටනෙට් භාවිතා කරනවද?,ඔව් මම ඉන්ටනෙට් භාවිතා කරනවා.
ඔයා ආසම නගරය කුමක්ද?,තිකූණාළය
ආසම පුද්ගලයා කව්ද?,හැකර්
ඔය පැත්තට වහ්හිනවද?,ඔව් මෙහෙට වහිනවා
ඔයාට ක්‍රිඩා ක්කරන්න පුලුවන්ද/,ඔව් මට ක්‍රිඩා කරන්න පුලුවන්.
ඔයා ආස නැද්ද මාත් එක්ක ඇවිදින්න යන්න?,ආසයි
දවසට පැය කියක් නිදා ගන්නවද?,4යි
ඔයා කැමතිද මෙ රට විනාශ වෙනවට?,නැහ්හැ මම කාඑමති නැ
ඔයාගෙ පුරවැසි දැනුම කොහොමද?,සමානය්‍යයි.
ඔයාගෙ ගමෙ වැවක් තියෙනවද?,ඔව් තියෙනවා.
චෙස් ක්‍රිඩා කරන්න පුලුවන්ද?,ඔව් පුලුවන්.
ඔයාට මාව කරදරයක්ද?,නැහැ මට ඔයා  නෙවෙයි
ඔයාගෙ ප්‍රියතම ක්‍රිඩකයා කව්ද?,රොනාල්ඩො
පසලෙ ඔයා හොද වැඩ කරලා තියෙනවද?,ඔව් ගොඩක්.
අනාගත බලාපොරොත්තුව මොකක්ද?,හැකර් කෙනෙක් වෙන්න.
ඔයා ලග තියෙන ඇප් මොනාද?,"වට්සැප්,ෆෙස්බ්බුක්,"
ඔයා කැමති නැති සතා කව්ද?,ගෙම්බා
ඔයා පරවියන්ට ආසද?,ඔව් මම පරවියන්ට ආසයි.
මාලු ඇති කරන්න කැමති නැද්ද?,නැහැ.
ඔයා බුදුදහම අදහනවද?,ඔව්
ඔයා කඩෙ යන්න කැමතිද?,ඔව්
චොකලට් කන්න ආසද?,ඔව් ආසයි
වාදනය කරන්න පුලුවන්ද?,ඔව් පුලුවන්.
හොල්මන් විශ්වාස කරනවාද/,ඔව්
හොල්මන් දැකලා තියෙනවද?,නැහැ
කිරි එකක් බොමුද?,හා
ඔයා පුවත්පත් කියවන්න උනන්දුද?,නැහැ
ඔයාගෙ යාල්ලුුුවගෙ වයස කියද?,23
ඔයා දවසට කි පාරක් කනවද?,6පාරක්.
අපි ඔන්ලයීන් ගෙම් එකක් සෙල්ලම් කරමුද?,හා
ඔයා ආසද සින්දු කියන්න.?,නැ
හොදම යාලුවා කරන නරක වැඩක් මොකක්ද?,බොරු කියන එක.
ඔයා කැමතිම පරිගණක ක්‍රිඩාව මොකක්ද?,ෆක්ක්‍රයි3
ඔයා පාටි වලට යනවද?,ඔව් මම යනවා.
අසල්වාසින් ඔබට හිතවත්ද?,ඔව් අනිවාර්යෙන්ම.
ඔයාගෙ කැමතිම මල මොකක්ද?,පිච්ච මල
විදුලිය විසන්ධි කිරිම පිලිබද ඔබට හැගෙන මතය කුමක්ද?,සතුටුයි.
ඔබගෙ පාසලෙ තාක්ෂණික මධයස්ථානයක් තියෙනවද?,ඔව් තියෙනවා.
ගස්ලබු කන්න කැමතිද?,ඔව් මම කැමති
ගුගල් භාවිතා කරන්න දන්නවද?,ඔව් මම දන්නව.
ඔයා ඉමො භාවිතා කරනවද?,ඔව්
ඔයා වට්සැප් ඉන්නවද?,ඔව්
ඔයාට පුලුවන්ද මට හොද යාලුවෙක් වෙන්න.,ඔවු පුලුවන්.
ඔයාගෙ කැමතිම විනෝදාන්ශය මොකක්ද?,ක්‍රිඩා කිරිම
ඔයා ඉන්ස්ටර්ග්‍රෙම් ඉන්නවද?,නැහැ.
ඔයා කාටුන් බලන්න කැමතිද?,ඔව් මම කැමති
ඔයා වන්න කැමති කව්ද?,හොද පුරවැසියෙක් වෙනවා.
ඔයා කැමතිම ආහාරය මොකක්ද?,පිට්ටු
ඔයාගෙ හොදම යාලුවාගෙ හොද ගති ගුණයක් මොකක්ද?,අවන්කයි.
ඔයාගෙ ගෙදර ලග කඩයක් තියෙනවාද?,ඔව් තියෙනවා.
රැප් කලාවට කැමතියිද?,ඔව් අනිවාර්යෙන්ම.
විනොද ගමන් යන්න කැමතිද ඔයා?,ඔව් මම කැමති
මාත් එක්ක විනොද ගමනක් යන්ද?,හා යමු
ඔයා චාරිකාවක් ගියොත් කොහෙද යන්න කැමති,සිගිරිය.
යන්න කැමති නැති ස්ථානයක් මොකක්ද?,අපාය
ඔයා දොඩම් කන්න කැමතිද?,ඔව් මම කැමති
ඔයාට පුලුවන්ද මට උදව් කරන්න.,ඔව් මට පුලුවන් ඔයාට උදව් කරන්න.
මෙ දවස් වල ඔයාගෙ ප්‍රදෙශයෙ කාලගුන තත්වය කොහොමද?,මෙ දවස් වල අධික වර්ශාවක් පවතිනවා
ඔයාට දැන් සෙල්ලම් කරන්න පුලුවන්ද?,බැහැ.
ඔයා ගෙම් වලට දක්ෂ ක්‍රිඩකයෙක්ද?,ඔව් අනිවාර්යෙන්ම.
අපි දෙන්නා ගෙම් ගහමුද?,හරී අපි දේන්න ගෙම් ගහමු.ල
අම්මාගෙ උපන්දිනය කවද්ද?,1998/12/06යි
තාත්තාගෙ උපන් දිනය කවද්ද?,1997/12/06යි
අපි දෙන්නා ක්‍රිකට් ගහමුද?,හා ආපි ගහමු
ඔයාට පුලුවන්ද වාහන පදින්න?,ඔව් මට වාහාන පදින්න පුලුවන්.
ඔයා කාර් පැදලා ට්තියෙනවද?,ඔව් මම කාර් පැදලා තියෙනවා.
ඔයා කැමතිද ඉන්ග්‍රිසි කථා කරන්න?,නැ මම කැඑමති නැ.
ඔයාට පුලූවන්ද වෙගෙන් බයිසිකල් පදින්න?,ඔව් මට පුලුවන් වෙගෙන් බයිසිකල් පදින්න.
ඔයා වැවකින් නාලා තියෙනවාද?,ඔව් මම නාලා තියෙනවා.
ඔයා මුහුදෙන් නාලා තියෙනවාද?,ඔව් මම මුහුද්න් නාලා තියෙනවා.
ඔයා පිසා කාලා තියේනවද?,ඔව් මම පීසා කලා ට්තියෙනවා.
ඔයා රඹුටන් වලට කැමතිද?,ඔව් මම්ම කැමති.
ඕයාට ගොඩක් කෙන්ති යන කෙනෙක්ද?,නැහැ.
ඔයා සමාජයට වැඩ්ඩදායි පුද්ගාලයෙක්ද?,ඔව් මම වැඩදායි පුද්ගලයෙක්.
ඔයා අඹ කන්න කැමතිද?,ඔව් මම කැමතියි.
ඔයා කැවාද?,ඔව් මම කැවා.
ඔයාගෙ ගෙදර කී දෙනෙක් ඉන්නවද?,හයක් ඉන්නවා.
කැමතිම බීම මොකක්ද?,වොට්කා.
ඉගෙනගන්න උනන්දුද ඔයා,නැහැ.
කැමතිම කාර් වර්ගය මොකක්ද?,බිඑම්ඩබ්ලිව්.
ඔයා ආසම බයික් එක මොකක්ද?,සිබිආර්.
ඔනිම වාහනයක තියෙන දෙයක් දන්නවද?,ඔව්.
එ මොකක්ද?,එන්ජිම.
අවුරුද්දෙ කැමතිම දවස මොකක්ද?,මගේ උපන්දිනය දවස
අවුරුද්දෙ කැමතිම මාසය මොකක්ද?,දෙසැම්බර් මාසය
එ ඇයි?,නත්තල් උත්සවය නිසා
ඔයා ගෙවත්තෙ පලතුරු ගස් තියෙනවද?,ඔව් තියෙනවා.
ඔයා ආසම ගස් වර්ගය මොක්කක්ද?,ඇපල් ගස්
ඔයාට පෙම්වතියක් ඉන්නාවද?,නැහැ.
ඔයාට පෙම්වතෙක් ඉන්නවද?,නැහැ.
